area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
super built-up  area,19-apr,ambalipura,2 bhk,sisice,950.0,2.0,1.0,31.95,2.0,3363.157894736842
super built-up  area,ready to move,akshaya vana,2 bhk,daganva,1141.0,2.0,1.0,55.0,2.0,4820.333041191937
super built-up  area,ready to move,5th phase jp nagar,2 bhk,saisena,1200.0,2.0,2.0,51.0,2.0,4250.0
super built-up  area,ready to move,kasavanhalli,3 bhk,no society,1380.0,2.0,2.0,55.0,3.0,3985.5072463768115
super built-up  area,ready to move,doddathoguru,2 bhk,elayabh,855.0,2.0,1.0,32.0,2.0,3742.690058479532
super built-up  area,18-sep,chandapura,1 bhk,suncees,645.0,1.0,1.0,16.45,1.0,2550.3875968992247
super built-up  area,ready to move,chandapura,2 bhk,siissi,922.0,2.0,1.0,36.0,2.0,3904.5553145336225
built-up  area,ready to move,nagappa reddy layout,2 bhk,no society,1200.0,2.0,2.0,43.2,2.0,3600.0
super built-up  area,ready to move,nagadevanahalli,3 bhk,gaenty,1240.0,2.0,2.0,65.0,3.0,5241.935483870968
super built-up  area,18-aug,7th phase jp nagar,2 bhk,no society,1070.0,2.0,2.0,42.0,2.0,3925.233644859813
super built-up  area,ready to move,rajiv gandhi nagar,2 bhk,almid p,1293.0,2.0,2.0,75.0,2.0,5800.46403712297
built-up  area,ready to move,r.t. nagar,3 bhk,no society,1380.0,2.0,1.0,50.0,3.0,3623.1884057971015
super built-up  area,ready to move,yelahanka new town,3 bhk,cerasy,1599.0,3.0,2.0,80.0,3.0,5003.126954346467
super built-up  area,ready to move,nehru nagar,2 bhk,veyalin,967.0,2.0,2.0,41.1,2.0,4250.258531540848
super built-up  area,ready to move,silver springs layout,3 bhk,samtbai,1885.0,3.0,3.0,90.0,3.0,4774.535809018567
built-up  area,ready to move,1st block koramangala,2 bhk,no society,860.0,2.0,2.0,65.5,2.0,7616.279069767442
plot  area,ready to move,yelahanka,1 bedroom,no society,1075.0,1.0,0.0,19.5,1.0,1813.953488372093
super built-up  area,ready to move,sarjapur  road,2 bhk,ahriaup,1050.0,2.0,1.0,63.5,2.0,6047.619047619048
super built-up  area,ready to move,marathahalli,3 bhk,puilami,1595.0,3.0,2.0,88.0,3.0,5517.241379310345
super built-up  area,ready to move,sarjapur  road,2 bhk,adeatlm,1350.0,2.0,2.0,102.0,2.0,7555.555555555556
built-up  area,ready to move,hebbal,2 bhk,srntsha,1204.0,2.0,2.0,45.0,2.0,3737.5415282392028
super built-up  area,ready to move,sarjapur  road,4 bhk,soineja,2990.0,4.0,2.0,240.0,4.0,8026.755852842809
super built-up  area,ready to move,sarjapur  road,2 bhk,usquaya,1035.0,2.0,2.0,49.0,2.0,4734.299516908212
super built-up  area,18-dec,itpl,2 bhk,no society,1000.0,2.0,1.0,29.95,2.0,2995.0
super built-up  area,ready to move,sarjapur  road,3 bhk,coleoen,1457.0,3.0,3.0,85.0,3.0,5833.905284831846
super built-up  area,ready to move,haralur road,2 bhk,no society,1194.0,2.0,2.0,47.0,2.0,3936.348408710218
super built-up  area,21-dec,bannerghatta,2 bhk,no society,1100.0,2.0,1.0,66.0,2.0,6000.0
super built-up  area,18-mar,whitefield,3 bhk,prtates,1655.0,3.0,3.0,120.0,3.0,7250.755287009063
super built-up  area,ready to move,kanakpura road,3 bhk,no society,1691.2,3.0,1.0,115.0,3.0,6799.905392620624
super built-up  area,18-jun,ramagondanahalli,2 bhk,viistla,1215.0,2.0,1.0,46.1,2.0,3794.238683127572
super built-up  area,ready to move,kanakpura road,2 bhk,wiowsri,1155.0,2.0,0.0,50.125,2.0,4339.82683982684
super built-up  area,22-jun,hoodi,3 bhk,goairej,1639.0,3.0,2.0,129.0,3.0,7870.65283709579
super built-up  area,18-apr,sarjapur  road,3 bhk,pualesk,1685.0,3.0,1.0,135.0,3.0,8011.86943620178
super built-up  area,ready to move,hormavu,2 bhk,jhntspa,1100.0,2.0,3.0,38.0,2.0,3454.5454545454545
super built-up  area,19-sep,marathahalli,3 bhk,vaeva e,2122.0,3.0,2.0,125.0,3.0,5890.66918001885
super built-up  area,ready to move,vasanthapura,2 bhk,no society,1050.0,2.0,2.0,47.0,2.0,4476.190476190476
built-up  area,ready to move,kengeri,2 bhk,sravema,1230.0,2.0,2.0,45.0,2.0,3658.5365853658536
super built-up  area,ready to move,5th phase jp nagar,3 bhk,no society,1240.0,3.0,2.0,60.0,3.0,4838.709677419355
built-up  area,16-oct,electronic city phase ii,3 bhk,brods w,1252.0,2.0,3.0,65.0,3.0,5191.693290734825
super built-up  area,ready to move,canara bank colony,3 bhk,no society,1374.0,2.0,2.0,88.0,3.0,6404.657933042213
super built-up  area,18-jul,8th phase jp nagar,1 bhk,maian m,500.0,1.0,1.0,30.0,1.0,6000.0
super built-up  area,18-dec,hebbal,3 bhk,magiaya,1355.0,3.0,2.0,83.87,3.0,6189.667896678967
super built-up  area,ready to move,banashankari,2 bhk,no society,1040.0,2.0,3.0,45.0,2.0,4326.923076923077
super built-up  area,ready to move,sarjapur  road,2 bhk,contsci,1350.0,2.0,2.0,68.0,2.0,5037.037037037037
super built-up  area,18-apr,whitefield,4 bhk,prtates,4003.0,6.0,3.0,300.0,4.0,7494.379215588308
super built-up  area,ready to move,hennur,3 bhk,jahtshe,2400.0,3.0,2.0,135.0,3.0,5625.0
super built-up  area,ready to move,haralur road,3 bhk,grterrr,1560.0,3.0,1.0,90.0,3.0,5769.2307692307695
super built-up  area,17-jul,anandapura,2 bhk,viensrk,1151.0,2.0,1.0,43.16,2.0,3749.7827975673326
super built-up  area,ready to move,uttarahalli,3 bhk,no society,1360.0,2.0,2.0,47.59,3.0,3499.264705882353
super built-up  area,ready to move,crimson layout,2 bhk,arntyne,1250.0,2.0,2.0,60.0,2.0,4800.0
super built-up  area,19-dec,chandapura,3 bhk,suvue s,1110.0,2.0,2.0,29.97,3.0,2700.0
built-up  area,ready to move,hennur road,2 bhk,baesta,1015.0,2.0,2.0,50.0,2.0,4926.108374384236
super built-up  area,ready to move,kadugodi,3 bhk,trade e,1351.0,2.0,2.0,78.0,3.0,5773.501110288675
super built-up  area,ready to move,yelahanka new town,2 bhk,khatsfl,960.0,2.0,2.0,50.0,2.0,5208.333333333333
super built-up  area,18-may,virat nagar,2 bhk,no society,1110.0,2.0,2.0,52.0,2.0,4684.684684684685
built-up  area,ready to move,r.t. nagar,3 bhk,gmodsnr,1680.0,3.0,2.0,72.0,3.0,4285.714285714285
plot  area,ready to move,arekere,3 bedroom,vetanan,2400.0,3.0,1.0,180.0,3.0,7500.0
plot  area,18-apr,yemlur,4 bedroom,epllan,11000.0,5.0,3.0,2000.0,4.0,18181.81818181818
built-up  area,18-mar,ramamurthy nagar extension,3 bhk,saacesa,1350.0,3.0,2.0,48.6,3.0,3600.0
super built-up  area,ready to move,horamavu banaswadi,2 bhk,asorai,1254.0,2.0,2.0,47.0,2.0,3748.006379585327
super built-up  area,ready to move,haralur road,3 bhk,ozensve,1255.0,3.0,2.0,115.0,3.0,9163.346613545817
super built-up  area,ready to move,cv raman nagar,2 bhk,arestco,1051.0,2.0,3.0,61.0,2.0,5803.996194100856
plot  area,ready to move,"2nd phase jp nagar, jp nagar",3 bedroom,no society,1200.0,3.0,1.0,205.0,3.0,17083.333333333332
built-up  area,ready to move,uttarahalli,2 bhk,raontwa,1099.0,2.0,2.0,65.0,2.0,5914.467697907188
super built-up  area,ready to move,hebbal,3 bhk,snontle,2650.0,4.0,3.0,199.0,3.0,7509.433962264151
built-up  area,18-may,mathikere extension,4 bedroom,no society,2000.0,2.0,1.0,160.0,4.0,8000.0
super built-up  area,ready to move,yeshwanthpur,2 bhk,rnvasth,1541.0,2.0,2.0,130.0,2.0,8436.080467229072
plot  area,18-may,sarjapur  road,3 bedroom,cetattu,1200.0,3.0,2.0,70.0,3.0,5833.333333333333
built-up  area,ready to move,whitefield,2 bhk,gcngsn,1125.0,2.0,2.0,45.0,2.0,4000.0
super built-up  area,ready to move,vittasandra,3 bhk,prlla c,1650.0,3.0,2.0,85.0,3.0,5151.515151515152
super built-up  area,ready to move,ashwini layout,1 bhk,kaantth,834.0,1.0,1.0,62.0,1.0,7434.052757793765
super built-up  area,ready to move,gollarapalya hosahalli,3 bhk,mauner,1320.0,3.0,2.0,60.0,3.0,4545.454545454545
plot  area,ready to move,malleshpalya,3 bedroom,no society,1200.0,3.0,1.0,149.0,3.0,12416.666666666666
super built-up  area,19-apr,mysore road,3 bhk,brama p,1500.0,3.0,2.0,74.0,3.0,4933.333333333333
plot  area,ready to move,whitefield,4 bedroom,pronege,4400.0,5.0,2.0,500.0,4.0,11363.636363636364
plot  area,ready to move,moodalapalya,1 bedroom,no society,600.0,1.0,0.0,52.0,1.0,8666.666666666666
super built-up  area,ready to move,whitefield,2 bhk,suram s,1180.0,2.0,2.0,70.0,2.0,5932.203389830508
super built-up  area,ready to move,kadugodi,2 bhk,sloven,1010.0,2.0,1.0,50.0,2.0,4950.495049504951
super built-up  area,ready to move,channasandra,2 bhk,no society,1070.0,2.0,1.0,38.0,2.0,3551.4018691588785
super built-up  area,ready to move,choodasandra,3 bhk,no society,1580.0,3.0,3.0,105.0,3.0,6645.569620253164
super built-up  area,ready to move,green glen layout,3 bhk,no society,2000.0,3.0,2.0,165.0,3.0,8250.0
super built-up  area,ready to move,iblur village,3 bhk,dnionfl,1920.0,3.0,2.0,130.0,3.0,6770.833333333333
super built-up  area,ready to move,sanjay nagar,3 bhk,no society,1200.0,2.0,1.0,76.0,3.0,6333.333333333333
built-up  area,ready to move,kalena agrahara,2 bhk,prmesi,1040.0,2.0,2.0,45.0,2.0,4326.923076923077
super built-up  area,ready to move,hulimavu,3 bhk,inods a,1430.0,2.0,2.0,90.0,3.0,6293.706293706294
super built-up  area,ready to move,uttarahalli,3 bhk,no society,1215.0,2.0,2.0,52.85,3.0,4349.794238683127
super built-up  area,ready to move,domlur,1 bhk,saiewas,650.0,1.0,1.0,70.0,1.0,10769.23076923077
super built-up  area,ready to move,thanisandra,3 bhk,soitya,1564.0,3.0,1.0,105.0,3.0,6713.5549872122765
built-up  area,ready to move,hormavu,2 bedroom,no society,750.0,2.0,0.0,58.0,2.0,7733.333333333333
super built-up  area,ready to move,kasavanhalli,2 bhk,no society,1200.0,2.0,2.0,60.0,2.0,5000.0
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1128.0,2.0,1.0,48.79,2.0,4325.354609929078
super built-up  area,ready to move,begur road,2 bhk,dhalsh,1200.0,2.0,2.0,44.4,2.0,3700.0
super built-up  area,ready to move,cholanayakanahalli,4 bhk,no society,2000.0,4.0,1.0,135.0,4.0,6750.0
super built-up  area,ready to move,jakkur plantation,3 bhk,leora d,2750.0,3.0,2.0,260.0,3.0,9454.545454545454
plot  area,ready to move,4th t block jayanagar,4 bedroom,no society,2400.0,4.0,2.0,480.0,4.0,20000.0
built-up  area,ready to move,yelahanka,3 bhk,bkideor,1650.0,3.0,3.0,105.0,3.0,6363.636363636364
super built-up  area,18-jun,1st block jayanagar,2 bhk,no society,1235.0,2.0,2.0,148.0,2.0,11983.805668016194
built-up  area,ready to move,yelahanka,2 bhk,jsliptu,1200.0,2.0,2.0,55.0,2.0,4583.333333333333
super built-up  area,ready to move,kengeri satellite town,2 bhk,malowr,985.0,2.0,2.0,42.0,2.0,4263.959390862944
super built-up  area,18-may,ramagondanahalli,3 bhk,viistla,1475.0,2.0,2.0,63.0,3.0,4271.186440677966
super built-up  area,ready to move,hebbal,3 bhk,brium c,3450.0,5.0,0.0,348.0,3.0,10086.95652173913
super built-up  area,19-nov,sarjapur  road,3 bhk,asastde,1157.0,2.0,1.0,53.99,3.0,4666.3785652549695
built-up  area,ready to move,canara bank colony,2 bhk,apvas n,900.0,2.0,3.0,35.0,2.0,3888.8888888888887
plot  area,ready to move,gottigere,4 bedroom,no society,2500.0,3.0,2.0,120.0,4.0,4800.0
built-up  area,ready to move,gm palaya,2 bhk,no society,1030.0,2.0,1.0,60.0,2.0,5825.242718446602
super built-up  area,18-apr,kamdhenu nagar,2 bhk,no society,1000.0,2.0,1.0,46.0,2.0,4600.0
built-up  area,ready to move,sarjapur  road,4 bedroom,vaunei,3800.0,3.0,3.0,325.0,4.0,8552.631578947368
plot  area,18-may,kasavanhalli,4 bedroom,no society,4260.0,4.0,2.0,333.0,4.0,7816.901408450704
plot  area,ready to move,brookefield,5 bedroom,goodsrb,1950.0,6.0,3.0,175.0,5.0,8974.358974358975
super built-up  area,ready to move,kudlu,3 bhk,gkityde,1570.0,2.0,2.0,65.94,3.0,4200.0
super built-up  area,18-aug,kanakapura,2 bhk,goityet,1283.0,2.0,2.0,68.0,2.0,5300.077942322681
super built-up  area,ready to move,vinayaka nagar,2 bhk,no society,1200.0,2.0,2.0,52.0,2.0,4333.333333333333
plot  area,ready to move,hal 2nd stage,3 bedroom,no society,2700.0,3.0,0.0,500.0,3.0,18518.51851851852
plot  area,ready to move,konanakunte,3 bedroom,no society,2400.0,2.0,3.0,180.0,3.0,7500.0
super built-up  area,ready to move,kathriguppe,3 bhk,no society,1250.0,2.0,2.0,68.75,3.0,5500.0
super built-up  area,18-feb,old madras road,4 bhk,brica e,3630.0,6.0,1.0,196.0,4.0,5399.449035812672
super built-up  area,ready to move,yelahanka,2 bhk,pyikad,990.0,2.0,2.0,37.62,2.0,3799.9999999999995
super built-up  area,ready to move,panathur,2 bhk,prcesvy,1199.0,2.0,1.0,85.0,2.0,7089.241034195163
super built-up  area,ready to move,brindavan nagar,2 bhk,no society,1280.0,2.0,2.0,90.0,2.0,7031.25
super built-up  area,20-may,1st block jayanagar,4 bhk,no society,2750.0,4.0,0.0,413.0,4.0,15018.181818181818
built-up  area,ready to move,reliaable tranquil layout,2 bhk,myhrie,1190.0,2.0,1.0,55.0,2.0,4621.848739495798
super built-up  area,ready to move,yelachenahalli,2 bhk,no society,1100.0,2.0,2.0,60.0,2.0,5454.545454545455
super built-up  area,ready to move,rmv,3 bhk,no society,2075.0,3.0,1.0,175.0,3.0,8433.734939759037
built-up  area,ready to move,harlur,2 bhk,spiteid,1133.0,2.0,1.0,55.0,2.0,4854.368932038835
built-up  area,ready to move,somasundara palya,4 bhk,manceel,2400.0,3.0,3.0,140.0,4.0,5833.333333333333
super built-up  area,ready to move,whitefield,2 bhk,no society,1280.0,2.0,2.0,69.0,2.0,5390.625
super built-up  area,ready to move,horamavu agara,3 bhk,no society,1250.0,3.0,2.0,65.0,3.0,5200.0
super built-up  area,ready to move,begur road,3 bhk,dhalsh,1565.0,2.0,2.0,49.3,3.0,3150.1597444089457
super built-up  area,ready to move,pattanagere,3 bhk,no society,1900.0,3.0,0.0,65.0,3.0,3421.0526315789475
built-up  area,ready to move,munnekollal,2 bhk,pancyre,1080.0,2.0,2.0,45.0,2.0,4166.666666666667
super built-up  area,ready to move,battarahalli,1 bhk,no society,600.0,1.0,0.0,47.0,1.0,7833.333333333333
plot  area,ready to move,himagiri meadows,3 bedroom,hiowsi,1240.0,4.0,1.0,180.0,3.0,14516.129032258064
built-up  area,ready to move,hrbr layout,3 bhk,fleepi,1335.0,2.0,1.0,87.0,3.0,6516.853932584269
super built-up  area,ready to move,vittasandra,2 bhk,no society,1246.0,2.0,1.0,67.3,2.0,5401.284109149277
super built-up  area,18-dec,jp nagar,3 bhk,pehtsa,3496.5,2.0,2.0,237.5,3.0,6792.506792506792
super built-up  area,ready to move,sarjapur  road,3 bhk,no society,1385.0,3.0,1.0,55.0,3.0,3971.1191335740073
super built-up  area,18-nov,govindpura,3 bhk,no society,1578.0,3.0,1.0,73.9,3.0,4683.143219264893
super built-up  area,ready to move,hsr layout,2 bhk,nrosete,1140.0,2.0,2.0,46.0,2.0,4035.0877192982457
super built-up  area,18-dec,sarjapur  road,3 bhk,pualesk,1700.0,3.0,1.0,79.9,3.0,4700.000000000001
built-up  area,ready to move,vidyaranyapura,2 bhk,no society,1120.0,2.0,1.0,70.0,2.0,6250.0
super built-up  area,ready to move,electronic city,1 bhk,gmown e,435.0,1.0,1.0,22.0,1.0,5057.471264367816
super built-up  area,ready to move,magadi road,2 bhk,vrenty,1116.0,2.0,1.0,51.89,2.0,4649.641577060932
super built-up  area,ready to move,old madras road,3 bhk,brglede,1480.0,3.0,2.0,95.0,3.0,6418.918918918919
built-up  area,ready to move,hormavu,2 bhk,foisha,1000.0,2.0,2.0,50.0,2.0,5000.0
super built-up  area,ready to move,hsr layout,2 bhk,nrosete,1145.0,2.0,2.0,46.0,2.0,4017.467248908297
super built-up  area,ready to move,bommasandra,2 bhk,niara s,800.0,1.0,1.0,32.0,2.0,4000.0
super built-up  area,18-apr,thanisandra,2 bhk,bhmesy,1265.0,2.0,1.0,83.0,2.0,6561.264822134387
super built-up  area,21-jul,devanahalli,3 bhk,oznuean,1700.0,3.0,0.0,88.2,3.0,5188.235294117647
super built-up  area,ready to move,narayanappa garden,2 bhk,vacle p,1475.0,2.0,1.0,70.0,2.0,4745.762711864407
super built-up  area,ready to move,btm 2nd stage,2 bhk,jancyva,1265.0,2.0,2.0,55.0,2.0,4347.826086956522
built-up  area,ready to move,anandapura,2 bedroom,no society,1200.0,2.0,0.0,58.0,2.0,4833.333333333333
super built-up  area,ready to move,1st phase jp nagar,3 bhk,prhtsok,2180.0,3.0,2.0,210.0,3.0,9633.02752293578
super built-up  area,ready to move,brookefield,2 bhk,usnexra,1080.0,2.0,3.0,50.0,2.0,4629.62962962963
super built-up  area,ready to move,whitefield,3 bhk,priew p,2023.0,4.0,2.0,130.0,3.0,6426.099851705388
super built-up  area,ready to move,hanumantha nagar,2 bhk,no society,2400.0,2.0,3.0,125.0,2.0,5208.333333333333
super built-up  area,ready to move,kadubeesanahalli,3 bhk,srhan p,1545.0,2.0,2.0,66.0,3.0,4271.844660194175
super built-up  area,ready to move,kalena agrahara,3 bhk,prillot,1804.0,3.0,2.0,166.0,3.0,9201.773835920178
plot  area,ready to move,3rd block hrbr layout,2 bedroom,no society,1200.0,2.0,1.0,200.0,2.0,16666.666666666668
super built-up  area,ready to move,6th phase jp nagar,3 bhk,no society,1350.0,2.0,2.0,58.0,3.0,4296.2962962962965
super built-up  area,21-dec,hoodi,2 bhk,goairej,1108.0,2.0,1.0,74.23,2.0,6699.458483754513
super built-up  area,ready to move,marathahalli,3 bhk,asintas,1730.0,3.0,2.0,115.0,3.0,6647.398843930636
super built-up  area,ready to move,rwf west colony,3 bhk,pancyre,1427.0,2.0,3.0,70.0,3.0,4905.395935529082
super built-up  area,ready to move,yelahanka,2 bhk,pyikad,935.0,2.0,1.0,35.53,2.0,3800.0
super built-up  area,ready to move,sarjapura - attibele road,2 bhk,soe 2as,1073.0,2.0,2.0,31.77,2.0,2960.857409133271
built-up  area,ready to move,ananth nagar,2 bhk,patri m,960.0,2.0,3.0,37.0,2.0,3854.1666666666665
super built-up  area,ready to move,thigalarapalya,3 bhk,prtanha,2215.0,4.0,2.0,150.0,3.0,6772.009029345372
built-up  area,18-aug,electronic city phase ii,2 bhk,sryalan,1125.0,2.0,1.0,32.49,2.0,2888.0
built-up  area,ready to move,brookefield,2 bhk,no society,1230.0,2.0,3.0,55.0,2.0,4471.544715447155
super built-up  area,ready to move,mahadevpura,2 bhk,neagar,1438.0,2.0,2.0,89.0,2.0,6189.151599443671
super built-up  area,ready to move,7th phase jp nagar,2 bhk,brnia g,1080.0,2.0,2.0,75.0,2.0,6944.444444444444
plot  area,ready to move,hebbal kempapura,3 bedroom,no society,1200.0,3.0,2.0,125.0,3.0,10416.666666666666
plot  area,ready to move,marathahalli,2 bedroom,no society,1200.0,1.0,1.0,103.0,2.0,8583.333333333334
super built-up  area,ready to move,uttarahalli,3 bhk,aklia r,1590.0,3.0,2.0,58.0,3.0,3647.7987421383646
super built-up  area,ready to move,seetharampalya,3 bhk,mazler,1350.0,3.0,2.0,68.0,3.0,5037.037037037037
super built-up  area,ready to move,raja rajeshwari nagar,3 bhk,no society,1400.0,2.0,2.0,48.0,3.0,3428.5714285714284
super built-up  area,ready to move,kaggadasapura,3 bhk,aincyev,1560.0,2.0,3.0,72.0,3.0,4615.384615384615
built-up  area,ready to move,mallasandra,4 bhk,shbhi s,1810.0,3.0,2.0,57.0,4.0,3149.171270718232
super built-up  area,ready to move,kanaka nagar,3 bhk,soniape,2274.24,4.0,1.0,160.0,3.0,7035.317292809907
super built-up  area,18-dec,sonnenahalli,3 bhk,skacak,1484.0,3.0,1.0,74.18,3.0,4998.652291105122
built-up  area,ready to move,indira nagar,3 bhk,mctleas,1650.0,3.0,3.0,220.0,3.0,13333.333333333334
super built-up  area,ready to move,stage-4 bommanahalli,3 bhk,pantsce,1455.0,2.0,2.0,55.0,3.0,3780.0687285223366
super built-up  area,ready to move,thanisandra,3 bhk,g conth,2280.0,4.0,2.0,184.0,3.0,8070.175438596491
super built-up  area,ready to move,rest house road,5 bhk,no society,4900.0,5.0,2.0,980.0,5.0,20000.0
built-up  area,18-apr,frazer town,3 bhk,no society,2079.0,3.0,3.0,220.0,3.0,10582.010582010582
super built-up  area,ready to move,bharathi nagar,2 bhk,foapewa,1351.0,2.0,2.0,74.0,2.0,5477.424130273871
super built-up  area,ready to move,kanakpura road,3 bhk,no society,1223.0,2.0,2.0,42.81,3.0,3500.408830744072
super built-up  area,18-jun,kr puram,3 bhk,mcnexva,1430.0,2.0,1.0,61.0,3.0,4265.734265734266
built-up  area,ready to move,whitefield,4 bedroom,prrry m,3589.0,5.0,0.0,400.0,4.0,11145.165784341041
super built-up  area,18-aug,electronic city phase ii,3 bhk,sryalan,1310.0,2.0,2.0,37.83,3.0,2887.7862595419847
plot  area,ready to move,channasandra,4 bedroom,no society,1800.0,4.0,1.0,300.0,4.0,16666.666666666668
super built-up  area,18-nov,sarjapur  road,2 bhk,asastde,984.0,2.0,1.0,55.0,2.0,5589.430894308943
built-up  area,ready to move,jalahalli,3 bhk,reodsnc,1770.0,3.0,3.0,100.0,3.0,5649.717514124294
plot  area,ready to move,immadihalli,2 bedroom,no society,900.0,3.0,1.0,105.0,2.0,11666.666666666666
super built-up  area,18-jul,bhoganhalli,2 bhk,rosha i,1447.0,2.0,1.0,75.97,2.0,5250.172771250864
built-up  area,ready to move,margondanahalli,2 bedroom,no society,1140.0,2.0,1.0,60.0,2.0,5263.1578947368425
super built-up  area,18-jul,bommanahalli,2 bhk,no society,1170.0,2.0,3.0,34.0,2.0,2905.982905982906
super built-up  area,ready to move,poorna pragna layout,2 bhk,no society,1160.0,2.0,2.0,46.39,2.0,3999.137931034483
super built-up  area,19-jul,kanakpura road,2 bhk,soena a,1296.0,2.0,1.0,89.0,2.0,6867.283950617284
built-up  area,ready to move,kempapura,3 bhk,vaenev,1570.0,3.0,2.0,80.0,3.0,5095.541401273886
super built-up  area,ready to move,nagappa reddy layout,3 bhk,ablmsol,1495.0,2.0,2.0,65.0,3.0,4347.826086956522
